city_a,city_b,country_a,country_b,iana_a,iana_b,overlap_jan_minutes,overlap_jul_minutes
Birmingham (UK),Darwin,UK,Australia,Europe/London,Australia/Darwin,0,0
Birmingham (UK),Davao,UK,Philippines,Europe/London,Asia/Manila,0,60
Birmingham (UK),Denver,UK,US,Europe/London,America/Denver,60,60
Birmingham (UK),Detroit,UK,US,Europe/London,America/Detroit,180,180
Birmingham (UK),Dhaka,UK,Bangladesh,Europe/London,Asia/Dhaka,120,180
Birmingham (UK),Doha,UK,Qatar,Europe/London,Asia/Qatar,300,360
Birmingham (UK),Dubai,UK,UAE,Europe/London,Asia/Dubai,240,300
Birmingham (UK),Dublin,UK,Ireland,Europe/London,Europe/Dublin,480,480
Birmingham (UK),Dusseldorf,UK,Germany,Europe/London,Europe/Berlin,420,420
Birmingham (UK),Edinburgh,UK,UK,Europe/London,Europe/London,480,480
Birmingham (UK),Frankfurt,UK,Germany,Europe/London,Europe/Berlin,420,420
Birmingham (UK),Fuzhou,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Gdansk,UK,Poland,Europe/London,Europe/Warsaw,420,420
Birmingham (UK),Geneva,UK,Switzerland,Europe/London,Europe/Zurich,420,420
Birmingham (UK),Guadalajara,UK,Mexico,Europe/London,America/Mexico_City,120,60
Birmingham (UK),Guangzhou,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Guatemala City,UK,Guatemala,Europe/London,America/Guatemala,120,60
Birmingham (UK),Haikou,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Halifax,UK,Canada,Europe/London,America/Halifax,240,240
Birmingham (UK),Hamburg,UK,Germany,Europe/London,Europe/Berlin,420,420
Birmingham (UK),Hangzhou,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Hanoi,UK,Vietnam,Europe/London,Asia/Ho_Chi_Minh,60,120
Birmingham (UK),Harbin,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Hefei,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Helsinki,UK,Finland,Europe/London,Europe/Helsinki,360,360
Birmingham (UK),Ho Chi Minh City,UK,Vietnam,Europe/London,Asia/Ho_Chi_Minh,60,120
Birmingham (UK),Hong Kong,UK,China,Europe/London,Asia/Hong_Kong,0,60
Birmingham (UK),Honolulu,UK,US,Europe/London,Pacific/Honolulu,0,0
Birmingham (UK),Houston,UK,US,Europe/London,America/Chicago,120,120
Birmingham (UK),Hyderabad,UK,India,Europe/London,Asia/Kolkata,150,210
Birmingham (UK),Islamabad,UK,Pakistan,Europe/London,Asia/Karachi,180,240
Birmingham (UK),Istanbul,UK,Turkey,Europe/London,Europe/Istanbul,300,360
Birmingham (UK),Jakarta,UK,Indonesia,Europe/London,Asia/Jakarta,60,120
Birmingham (UK),Jeddah,UK,Saudi Arabia,Europe/London,Asia/Riyadh,300,360
Birmingham (UK),Jinan,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Johannesburg,UK,South Africa,Europe/London,Africa/Johannesburg,360,420
Birmingham (UK),Kabul,UK,Afghanistan,Europe/London,Asia/Kabul,210,270
Birmingham (UK),Kampala,UK,Uganda,Europe/London,Africa/Kampala,300,360
Birmingham (UK),Karachi,UK,Pakistan,Europe/London,Asia/Karachi,180,240
Birmingham (UK),Kathmandu,UK,Nepal,Europe/London,Asia/Kathmandu,135,195
Birmingham (UK),Katowice,UK,Poland,Europe/London,Europe/Warsaw,420,420
Birmingham (UK),Kolkata,UK,India,Europe/London,Asia/Kolkata,150,210
Birmingham (UK),Krakow,UK,Poland,Europe/London,Europe/Warsaw,420,420
Birmingham (UK),Kuala Lumpur,UK,Malaysia,Europe/London,Asia/Kuala_Lumpur,0,60
Birmingham (UK),Kunming,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Kuwait City,UK,Kuwait,Europe/London,Asia/Kuwait,300,360
Birmingham (UK),Kyiv,UK,Ukraine,Europe/London,Europe/Kyiv,360,360
Birmingham (UK),Kyoto,UK,Japan,Europe/London,Asia/Tokyo,0,0
Birmingham (UK),Labuan,UK,Malaysia,Europe/London,Asia/Kuching,0,60
Birmingham (UK),Lagos,UK,Nigeria,Europe/London,Africa/Lagos,420,480
Birmingham (UK),Lahore,UK,Pakistan,Europe/London,Asia/Karachi,180,240
Birmingham (UK),Lima,UK,Peru,Europe/London,America/Lima,180,120
Birmingham (UK),Lisbon,UK,Portugal,Europe/London,Europe/Lisbon,480,480
Birmingham (UK),Ljubljana,UK,Slovenia,Europe/London,Europe/Ljubljana,420,420
Birmingham (UK),London,UK,UK,Europe/London,Europe/London,480,480
Birmingham (UK),Los Angeles,UK,US,Europe/London,America/Los_Angeles,0,0
Birmingham (UK),Luxembourg,UK,Luxembourg,Europe/London,Europe/Luxembourg,420,420
Birmingham (UK),Lviv,UK,Ukraine,Europe/London,Europe/Kyiv,360,360
Birmingham (UK),Lyon,UK,France,Europe/London,Europe/Paris,420,420
Birmingham (UK),Macau,UK,China,Europe/London,Asia/Macau,0,60
Birmingham (UK),Madrid,UK,Spain,Europe/London,Europe/Madrid,420,420
Birmingham (UK),Managua,UK,Nicaragua,Europe/London,America/Managua,120,60
Birmingham (UK),Manama,UK,Bahrain,Europe/London,Asia/Bahrain,300,360
Birmingham (UK),Manchester,UK,UK,Europe/London,Europe/London,480,480
Birmingham (UK),Manila,UK,Philippines,Europe/London,Asia/Manila,0,60
Birmingham (UK),Marseille,UK,France,Europe/London,Europe/Paris,420,420
Birmingham (UK),Mecca,UK,Saudi Arabia,Europe/London,Asia/Riyadh,300,360
Birmingham (UK),Medellin,UK,Colombia,Europe/London,America/Bogota,180,120
Birmingham (UK),Medina,UK,Saudi Arabia,Europe/London,Asia/Riyadh,300,360
Birmingham (UK),Melbourne,UK,Australia,Europe/London,Australia/Melbourne,0,0
Birmingham (UK),Mexico City,UK,Mexico,Europe/London,America/Mexico_City,120,60
Birmingham (UK),Miami,UK,US,Europe/London,America/New_York,180,180
Birmingham (UK),Milan,UK,Italy,Europe/London,Europe/Rome,420,420
Birmingham (UK),Minneapolis,UK,US,Europe/London,America/Chicago,120,120
Birmingham (UK),Monterrey,UK,Mexico,Europe/London,America/Monterrey,120,60
Birmingham (UK),Montevideo,UK,Uruguay,Europe/London,America/Montevideo,300,240
Birmingham (UK),Montreal,UK,Canada,Europe/London,America/Toronto,180,180
Birmingham (UK),Mumbai,UK,India,Europe/London,Asia/Kolkata,150,210
Birmingham (UK),Munich,UK,Germany,Europe/London,Europe/Berlin,420,420
Birmingham (UK),Muscat,UK,Oman,Europe/London,Asia/Muscat,240,300
Birmingham (UK),Nairobi,UK,Kenya,Europe/London,Africa/Nairobi,300,360
Birmingham (UK),Nanchang,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Nanjing,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Nashville,UK,US,Europe/London,America/Chicago,120,120
Birmingham (UK),New Delhi,UK,India,Europe/London,Asia/Kolkata,150,210
Birmingham (UK),New York,UK,US,Europe/London,America/New_York,180,180
Birmingham (UK),Nicosia,UK,Cyprus,Europe/London,Asia/Nicosia,360,360
Birmingham (UK),Ningbo,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Orlando,UK,US,Europe/London,America/New_York,180,180
Birmingham (UK),Osaka,UK,Japan,Europe/London,Asia/Tokyo,0,0
Birmingham (UK),Oslo,UK,Norway,Europe/London,Europe/Oslo,420,420
Birmingham (UK),Panama City,UK,Panama,Europe/London,America/Panama,180,120
Birmingham (UK),Paris,UK,France,Europe/London,Europe/Paris,420,420
Birmingham (UK),Penang,UK,Malaysia,Europe/London,Asia/Kuala_Lumpur,0,60
Birmingham (UK),Perth,UK,Australia,Europe/London,Australia/Perth,0,60
Birmingham (UK),Philadelphia,UK,US,Europe/London,America/New_York,180,180
Birmingham (UK),Phnom Penh,UK,Cambodia,Europe/London,Asia/Phnom_Penh,60,120
Birmingham (UK),Phoenix,UK,US,Europe/London,America/Phoenix,60,0
Birmingham (UK),Pittsburgh,UK,US,Europe/London,America/New_York,180,180
Birmingham (UK),Ponta Delgada,UK,Portugal (Azores),Europe/London,Atlantic/Azores,420,420
Birmingham (UK),Port Louis,UK,Mauritius,Europe/London,Indian/Mauritius,240,300
Birmingham (UK),Porto,UK,Portugal,Europe/London,Europe/Lisbon,480,480
Birmingham (UK),Poznan,UK,Poland,Europe/London,Europe/Warsaw,420,420
Birmingham (UK),Prague,UK,Czechia,Europe/London,Europe/Prague,420,420
Birmingham (UK),Praia,UK,Cape Verde,Europe/London,Atlantic/Cape_Verde,420,360
Birmingham (UK),Pune,UK,India,Europe/London,Asia/Kolkata,150,210
Birmingham (UK),Qingdao,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Quito,UK,Ecuador,Europe/London,America/Guayaquil,180,120
Birmingham (UK),Riga,UK,Latvia,Europe/London,Europe/Riga,360,360
Birmingham (UK),Rio de Janeiro,UK,Brazil,Europe/London,America/Sao_Paulo,300,240
Birmingham (UK),Riyadh,UK,Saudi Arabia,Europe/London,Asia/Riyadh,300,360
Birmingham (UK),Rome,UK,Italy,Europe/London,Europe/Rome,420,420
Birmingham (UK),Rotterdam,UK,Netherlands,Europe/London,Europe/Amsterdam,420,420
Birmingham (UK),San Diego,UK,US,Europe/London,America/Los_Angeles,0,0
Birmingham (UK),San Francisco,UK,US,Europe/London,America/Los_Angeles,0,0
Birmingham (UK),San Jose (CA),UK,US,Europe/London,America/Los_Angeles,0,0
Birmingham (UK),San José (Costa Rica),UK,Costa Rica,Europe/London,America/Costa_Rica,120,60
Birmingham (UK),San Salvador,UK,El Salvador,Europe/London,America/El_Salvador,120,60
Birmingham (UK),Santiago,UK,Chile,Europe/London,America/Santiago,300,180
Birmingham (UK),Santo Domingo,UK,Dominican Republic,Europe/London,America/Santo_Domingo,240,180
Birmingham (UK),Sao Paulo,UK,Brazil,Europe/London,America/Sao_Paulo,300,240
Birmingham (UK),Seattle,UK,US,Europe/London,America/Los_Angeles,0,0
Birmingham (UK),Seoul,UK,South Korea,Europe/London,Asia/Seoul,0,0
Birmingham (UK),Shanghai,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Shenyang,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Shenzhen,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Singapore,UK,Singapore,Europe/London,Asia/Singapore,0,60
Birmingham (UK),Sofia,UK,Bulgaria,Europe/London,Europe/Sofia,360,360
Birmingham (UK),St Louis,UK,US,Europe/London,America/Chicago,120,120
Birmingham (UK),St. John's,UK,Canada,Europe/London,America/St_Johns,270,270
Birmingham (UK),Stockholm,UK,Sweden,Europe/London,Europe/Stockholm,420,420
Birmingham (UK),Stuttgart,UK,Germany,Europe/London,Europe/Berlin,420,420
Birmingham (UK),Surabaya,UK,Indonesia,Europe/London,Asia/Jakarta,60,120
Birmingham (UK),Suva,UK,Fiji,Europe/London,Pacific/Fiji,0,0
Birmingham (UK),Suzhou,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Sydney,UK,Australia,Europe/London,Australia/Sydney,0,0
Birmingham (UK),Taipei,UK,Taiwan,Europe/London,Asia/Taipei,0,60
Birmingham (UK),Taiyuan,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Tampa,UK,US,Europe/London,America/New_York,180,180
Birmingham (UK),Tbilisi,UK,Georgia,Europe/London,Asia/Tbilisi,240,300
Birmingham (UK),Tegucigalpa,UK,Honduras,Europe/London,America/Tegucigalpa,120,60
Birmingham (UK),Tehran,UK,Iran,Europe/London,Asia/Tehran,270,330
Birmingham (UK),Tel Aviv,UK,Israel,Europe/London,Asia/Jerusalem,360,360
Birmingham (UK),Tianjin,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Tirana,UK,Albania,Europe/London,Europe/Tirane,420,420
Birmingham (UK),Tokyo,UK,Japan,Europe/London,Asia/Tokyo,0,0
Birmingham (UK),Toronto,UK,Canada,Europe/London,America/Toronto,180,180
Birmingham (UK),Tunis,UK,Tunisia,Europe/London,Africa/Tunis,420,480
Birmingham (UK),Turin,UK,Italy,Europe/London,Europe/Rome,420,420
Birmingham (UK),Valencia,UK,Spain,Europe/London,Europe/Madrid,420,420
Birmingham (UK),Vancouver,UK,Canada,Europe/London,America/Vancouver,0,0
Birmingham (UK),Vienna,UK,Austria,Europe/London,Europe/Vienna,420,420
Birmingham (UK),Warsaw,UK,Poland,Europe/London,Europe/Warsaw,420,420
Birmingham (UK),Washington DC,UK,US,Europe/London,America/New_York,180,180
Birmingham (UK),Wellington,UK,New Zealand,Europe/London,Pacific/Auckland,0,0
Birmingham (UK),Wroclaw,UK,Poland,Europe/London,Europe/Warsaw,420,420
Birmingham (UK),Wuhan,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Xiamen,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Xian,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Yangon,UK,Myanmar,Europe/London,Asia/Yangon,90,150
Birmingham (UK),Yuzhno-Sakhalinsk,UK,Russia,Europe/London,Asia/Sakhalin,0,0
Birmingham (UK),Zagreb,UK,Croatia,Europe/London,Europe/Zagreb,420,420
Birmingham (UK),Zhengzhou,UK,China,Europe/London,Asia/Shanghai,0,60
Birmingham (UK),Zurich,UK,Switzerland,Europe/London,Europe/Zurich,420,420
Bogota,Bologna,Colombia,Italy,America/Bogota,Europe/Rome,120,60
Bogota,Boston,Colombia,US,America/Bogota,America/New_York,480,420
Bogota,Bratislava,Colombia,Slovakia,America/Bogota,Europe/Bratislava,120,60
Bogota,Brisbane,Colombia,Australia,America/Bogota,Australia/Brisbane,0,0
Bogota,Bristol,Colombia,UK,America/Bogota,Europe/London,180,120
Bogota,Brussels,Colombia,Belgium,America/Bogota,Europe/Brussels,120,60
Bogota,Bucharest,Colombia,Romania,America/Bogota,Europe/Bucharest,60,0
Bogota,Budapest,Colombia,Hungary,America/Bogota,Europe/Budapest,120,60
Bogota,Buenos Aires,Colombia,Argentina,America/Bogota,America/Argentina/Buenos_Aires,360,360
Bogota,Cairo,Colombia,Egypt,America/Bogota,Africa/Cairo,60,0
Bogota,Calgary,Colombia,Canada,America/Bogota,America/Edmonton,360,420
Bogota,Cali,Colombia,Colombia,America/Bogota,America/Bogota,480,480
Bogota,Cape Town,Colombia,South Africa,America/Bogota,Africa/Johannesburg,60,60
Bogota,Caracas,Colombia,Venezuela,America/Bogota,America/Caracas,420,420
Bogota,Casablanca,Colombia,Morocco,America/Bogota,Africa/Casablanca,120,120
Bogota,Cebu,Colombia,Philippines,America/Bogota,Asia/Manila,0,0
Bogota,Changchun,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Changsha,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Charlotte,Colombia,US,America/Bogota,America/New_York,480,420
Bogota,Chengdu,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Chennai,Colombia,India,America/Bogota,Asia/Kolkata,0,0
Bogota,Chicago,Colombia,US,America/Bogota,America/Chicago,420,480
Bogota,Chongqing,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Cleveland,Colombia,US,America/Bogota,America/New_York,480,420
Bogota,Cluj-Napoca,Colombia,Romania,America/Bogota,Europe/Bucharest,60,0
Bogota,Colombo,Colombia,Sri Lanka,America/Bogota,Asia/Colombo,0,0
Bogota,Copenhagen,Colombia,Denmark,America/Bogota,Europe/Copenhagen,120,60
Bogota,Cordoba,Colombia,Argentina,America/Bogota,America/Argentina/Cordoba,360,360
Bogota,Da Nang,Colombia,Vietnam,America/Bogota,Asia/Ho_Chi_Minh,0,0
Bogota,Dalian,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Dallas,Colombia,US,America/Bogota,America/Chicago,420,480
Bogota,Dar es Salaam,Colombia,Tanzania,America/Bogota,Africa/Dar_es_Salaam,0,0
Bogota,Darwin,Colombia,Australia,America/Bogota,Australia/Darwin,0,0
Bogota,Davao,Colombia,Philippines,America/Bogota,Asia/Manila,0,0
Bogota,Denver,Colombia,US,America/Bogota,America/Denver,360,420
Bogota,Detroit,Colombia,US,America/Bogota,America/Detroit,480,420
Bogota,Dhaka,Colombia,Bangladesh,America/Bogota,Asia/Dhaka,0,0
Bogota,Doha,Colombia,Qatar,America/Bogota,Asia/Qatar,0,0
Bogota,Dubai,Colombia,UAE,America/Bogota,Asia/Dubai,0,0
Bogota,Dublin,Colombia,Ireland,America/Bogota,Europe/Dublin,180,120
Bogota,Dusseldorf,Colombia,Germany,America/Bogota,Europe/Berlin,120,60
Bogota,Edinburgh,Colombia,UK,America/Bogota,Europe/London,180,120
Bogota,Frankfurt,Colombia,Germany,America/Bogota,Europe/Berlin,120,60
Bogota,Fuzhou,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Gdansk,Colombia,Poland,America/Bogota,Europe/Warsaw,120,60
Bogota,Geneva,Colombia,Switzerland,America/Bogota,Europe/Zurich,120,60
Bogota,Guadalajara,Colombia,Mexico,America/Bogota,America/Mexico_City,420,420
Bogota,Guangzhou,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Guatemala City,Colombia,Guatemala,America/Bogota,America/Guatemala,420,420
Bogota,Haikou,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Halifax,Colombia,Canada,America/Bogota,America/Halifax,420,360
Bogota,Hamburg,Colombia,Germany,America/Bogota,Europe/Berlin,120,60
Bogota,Hangzhou,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Hanoi,Colombia,Vietnam,America/Bogota,Asia/Ho_Chi_Minh,0,0
Bogota,Harbin,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Hefei,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Helsinki,Colombia,Finland,America/Bogota,Europe/Helsinki,60,0
Bogota,Ho Chi Minh City,Colombia,Vietnam,America/Bogota,Asia/Ho_Chi_Minh,0,0
Bogota,Hong Kong,Colombia,China,America/Bogota,Asia/Hong_Kong,0,0
Bogota,Honolulu,Colombia,US,America/Bogota,Pacific/Honolulu,180,180
Bogota,Houston,Colombia,US,America/Bogota,America/Chicago,420,480
Bogota,Hyderabad,Colombia,India,America/Bogota,Asia/Kolkata,0,0
Bogota,Islamabad,Colombia,Pakistan,America/Bogota,Asia/Karachi,0,0
Bogota,Istanbul,Colombia,Turkey,America/Bogota,Europe/Istanbul,0,0
Bogota,Jakarta,Colombia,Indonesia,America/Bogota,Asia/Jakarta,0,0
Bogota,Jeddah,Colombia,Saudi Arabia,America/Bogota,Asia/Riyadh,0,0
Bogota,Jinan,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Johannesburg,Colombia,South Africa,America/Bogota,Africa/Johannesburg,60,60
Bogota,Kabul,Colombia,Afghanistan,America/Bogota,Asia/Kabul,0,0
Bogota,Kampala,Colombia,Uganda,America/Bogota,Africa/Kampala,0,0
Bogota,Karachi,Colombia,Pakistan,America/Bogota,Asia/Karachi,0,0
Bogota,Kathmandu,Colombia,Nepal,America/Bogota,Asia/Kathmandu,0,0
Bogota,Katowice,Colombia,Poland,America/Bogota,Europe/Warsaw,120,60
Bogota,Kolkata,Colombia,India,America/Bogota,Asia/Kolkata,0,0
Bogota,Krakow,Colombia,Poland,America/Bogota,Europe/Warsaw,120,60
Bogota,Kuala Lumpur,Colombia,Malaysia,America/Bogota,Asia/Kuala_Lumpur,0,0
Bogota,Kunming,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Kuwait City,Colombia,Kuwait,America/Bogota,Asia/Kuwait,0,0
Bogota,Kyiv,Colombia,Ukraine,America/Bogota,Europe/Kyiv,60,0
Bogota,Kyoto,Colombia,Japan,America/Bogota,Asia/Tokyo,0,0
Bogota,Labuan,Colombia,Malaysia,America/Bogota,Asia/Kuching,0,0
Bogota,Lagos,Colombia,Nigeria,America/Bogota,Africa/Lagos,120,120
Bogota,Lahore,Colombia,Pakistan,America/Bogota,Asia/Karachi,0,0
Bogota,Lima,Colombia,Peru,America/Bogota,America/Lima,480,480
Bogota,Lisbon,Colombia,Portugal,America/Bogota,Europe/Lisbon,180,120
Bogota,Ljubljana,Colombia,Slovenia,America/Bogota,Europe/Ljubljana,120,60
Bogota,London,Colombia,UK,America/Bogota,Europe/London,180,120
Bogota,Los Angeles,Colombia,US,America/Bogota,America/Los_Angeles,300,360
Bogota,Luxembourg,Colombia,Luxembourg,America/Bogota,Europe/Luxembourg,120,60
Bogota,Lviv,Colombia,Ukraine,America/Bogota,Europe/Kyiv,60,0
Bogota,Lyon,Colombia,France,America/Bogota,Europe/Paris,120,60
Bogota,Macau,Colombia,China,America/Bogota,Asia/Macau,0,0
Bogota,Madrid,Colombia,Spain,America/Bogota,Europe/Madrid,120,60
Bogota,Managua,Colombia,Nicaragua,America/Bogota,America/Managua,420,420
Bogota,Manama,Colombia,Bahrain,America/Bogota,Asia/Bahrain,0,0
Bogota,Manchester,Colombia,UK,America/Bogota,Europe/London,180,120
Bogota,Manila,Colombia,Philippines,America/Bogota,Asia/Manila,0,0
Bogota,Marseille,Colombia,France,America/Bogota,Europe/Paris,120,60
Bogota,Mecca,Colombia,Saudi Arabia,America/Bogota,Asia/Riyadh,0,0
Bogota,Medellin,Colombia,Colombia,America/Bogota,America/Bogota,480,480
Bogota,Medina,Colombia,Saudi Arabia,America/Bogota,Asia/Riyadh,0,0
Bogota,Melbourne,Colombia,Australia,America/Bogota,Australia/Melbourne,0,0
Bogota,Mexico City,Colombia,Mexico,America/Bogota,America/Mexico_City,420,420
Bogota,Miami,Colombia,US,America/Bogota,America/New_York,480,420
Bogota,Milan,Colombia,Italy,America/Bogota,Europe/Rome,120,60
Bogota,Minneapolis,Colombia,US,America/Bogota,America/Chicago,420,480
Bogota,Monterrey,Colombia,Mexico,America/Bogota,America/Monterrey,420,420
Bogota,Montevideo,Colombia,Uruguay,America/Bogota,America/Montevideo,360,360
Bogota,Montreal,Colombia,Canada,America/Bogota,America/Toronto,480,420
Bogota,Mumbai,Colombia,India,America/Bogota,Asia/Kolkata,0,0
Bogota,Munich,Colombia,Germany,America/Bogota,Europe/Berlin,120,60
Bogota,Muscat,Colombia,Oman,America/Bogota,Asia/Muscat,0,0
Bogota,Nairobi,Colombia,Kenya,America/Bogota,Africa/Nairobi,0,0
Bogota,Nanchang,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Nanjing,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Nashville,Colombia,US,America/Bogota,America/Chicago,420,480
Bogota,New Delhi,Colombia,India,America/Bogota,Asia/Kolkata,0,0
Bogota,New York,Colombia,US,America/Bogota,America/New_York,480,420
Bogota,Nicosia,Colombia,Cyprus,America/Bogota,Asia/Nicosia,60,0
Bogota,Ningbo,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Orlando,Colombia,US,America/Bogota,America/New_York,480,420
Bogota,Osaka,Colombia,Japan,America/Bogota,Asia/Tokyo,0,0
Bogota,Oslo,Colombia,Norway,America/Bogota,Europe/Oslo,120,60
Bogota,Panama City,Colombia,Panama,America/Bogota,America/Panama,480,480
Bogota,Paris,Colombia,France,America/Bogota,Europe/Paris,120,60
Bogota,Penang,Colombia,Malaysia,America/Bogota,Asia/Kuala_Lumpur,0,0
Bogota,Perth,Colombia,Australia,America/Bogota,Australia/Perth,0,0
Bogota,Philadelphia,Colombia,US,America/Bogota,America/New_York,480,420
Bogota,Phnom Penh,Colombia,Cambodia,America/Bogota,Asia/Phnom_Penh,0,0
Bogota,Phoenix,Colombia,US,America/Bogota,America/Phoenix,360,360
Bogota,Pittsburgh,Colombia,US,America/Bogota,America/New_York,480,420
Bogota,Ponta Delgada,Colombia,Portugal (Azores),America/Bogota,Atlantic/Azores,240,180
Bogota,Port Louis,Colombia,Mauritius,America/Bogota,Indian/Mauritius,0,0
Bogota,Porto,Colombia,Portugal,America/Bogota,Europe/Lisbon,180,120
Bogota,Poznan,Colombia,Poland,America/Bogota,Europe/Warsaw,120,60
Bogota,Prague,Colombia,Czechia,America/Bogota,Europe/Prague,120,60
Bogota,Praia,Colombia,Cape Verde,America/Bogota,Atlantic/Cape_Verde,240,240
Bogota,Pune,Colombia,India,America/Bogota,Asia/Kolkata,0,0
Bogota,Qingdao,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Quito,Colombia,Ecuador,America/Bogota,America/Guayaquil,480,480
Bogota,Riga,Colombia,Latvia,America/Bogota,Europe/Riga,60,0
Bogota,Rio de Janeiro,Colombia,Brazil,America/Bogota,America/Sao_Paulo,360,360
Bogota,Riyadh,Colombia,Saudi Arabia,America/Bogota,Asia/Riyadh,0,0
Bogota,Rome,Colombia,Italy,America/Bogota,Europe/Rome,120,60
Bogota,Rotterdam,Colombia,Netherlands,America/Bogota,Europe/Amsterdam,120,60
Bogota,San Diego,Colombia,US,America/Bogota,America/Los_Angeles,300,360
Bogota,San Francisco,Colombia,US,America/Bogota,America/Los_Angeles,300,360
Bogota,San Jose (CA),Colombia,US,America/Bogota,America/Los_Angeles,300,360
Bogota,San José (Costa Rica),Colombia,Costa Rica,America/Bogota,America/Costa_Rica,420,420
Bogota,San Salvador,Colombia,El Salvador,America/Bogota,America/El_Salvador,420,420
Bogota,Santiago,Colombia,Chile,America/Bogota,America/Santiago,360,420
Bogota,Santo Domingo,Colombia,Dominican Republic,America/Bogota,America/Santo_Domingo,420,420
Bogota,Sao Paulo,Colombia,Brazil,America/Bogota,America/Sao_Paulo,360,360
Bogota,Seattle,Colombia,US,America/Bogota,America/Los_Angeles,300,360
Bogota,Seoul,Colombia,South Korea,America/Bogota,Asia/Seoul,0,0
Bogota,Shanghai,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Shenyang,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Shenzhen,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Singapore,Colombia,Singapore,America/Bogota,Asia/Singapore,0,0
Bogota,Sofia,Colombia,Bulgaria,America/Bogota,Europe/Sofia,60,0
Bogota,St Louis,Colombia,US,America/Bogota,America/Chicago,420,480
Bogota,St. John's,Colombia,Canada,America/Bogota,America/St_Johns,390,330
Bogota,Stockholm,Colombia,Sweden,America/Bogota,Europe/Stockholm,120,60
Bogota,Stuttgart,Colombia,Germany,America/Bogota,Europe/Berlin,120,60
Bogota,Surabaya,Colombia,Indonesia,America/Bogota,Asia/Jakarta,0,0
Bogota,Suva,Colombia,Fiji,America/Bogota,Pacific/Fiji,60,60
Bogota,Suzhou,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Sydney,Colombia,Australia,America/Bogota,Australia/Sydney,0,0
Bogota,Taipei,Colombia,Taiwan,America/Bogota,Asia/Taipei,0,0
Bogota,Taiyuan,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Tampa,Colombia,US,America/Bogota,America/New_York,480,420
Bogota,Tbilisi,Colombia,Georgia,America/Bogota,Asia/Tbilisi,0,0
Bogota,Tegucigalpa,Colombia,Honduras,America/Bogota,America/Tegucigalpa,420,420
Bogota,Tehran,Colombia,Iran,America/Bogota,Asia/Tehran,0,0
Bogota,Tel Aviv,Colombia,Israel,America/Bogota,Asia/Jerusalem,60,0
Bogota,Tianjin,Colombia,China,America/Bogota,Asia/Shanghai,0,0
Bogota,Tirana,Colombia,Albania,America/Bogota,Europe/Tirane,120,60
Bogota,Tokyo,Colombia,Japan,America/Bogota,Asia/Tokyo,0,0
